LTD,,,
"SB Mittal Hospital, Silver Jublee Road, Sikar",Cat. I - Dedicated COVID Hospitals / DCH,Private Hospitals,SIKAR
City,,,
"Getwell Hospital & Reaseasrch Centre, Silver",Cat. I - Dedicated COVID Hospitals / DCH,Private Hospitals,SIKAR
"Jublee Road, Sikar City",,,
JD hospital Reengus,Cat. I - Dedicated COVID Hospitals / DCH,Private Hospitals,SIKAR
"Separate Wing, Kalyan Arogya Sadan,",Cat. I - Dedicated COVID Hospitals / DCH,Private Hospitals,SIKAR
"Sanwali, Sikar",,,
"District Hospital, Sirohi",Cat. I - Dedicated COVID Hospitals / DCH,Govt Hospitals,SIROHI
"SUPER SPECIALITY BUILDING,MBGH",Cat. I - Dedicated COVID Hospitals / DCH,Govt Medical College,UDAIPUR
Geetanjali Medical College and Hospital,Cat. I - Dedicated COVID Hospitals / DCH,Private Medical College,UDAIPUR
Udaipur,,,
DH Beawar,Cat. II - Dedicated COVID Health Center /,Govt Hospitals,AJMER
,DCHC,,
CH,Cat. II - Dedicated COVID Health Center /,Central Ministry,AJMER
,DCHC,Hospital,
DISTRICT HOSPITAL Baran,Cat. II - Dedicated COVID Health Center /,Govt Hospitals,BARAN
,DCHC,,
RBM Hospital,Cat. II - Dedicated COVID Health Center /,Govt Hospitals,BHARATPUR
,DCHC,,
PBM Hospital,Cat. II - Dedicated COVID Health Center /,Govt Medical College,BIKANER
,DCHC,,
ANURAG NURSING HOME,Cat. II - Dedicated COVID Health Center /,Private Hospitals,BUNDI
,DCHC,,
BUNDI HOSPITAL AND RESEACH,Cat. II - Dedicated COVID Health Center /,Private Hospitals,BUNDI
CENTER,DCHC,,
SDH RATANGARH,Cat. II - Dedicated COVID Health Center /,Govt Hospitals,CHURU
,DCHC,,
SDH Bari,Cat. II - Dedicated COVID Health Center /,Govt Hospitals,DHOLPUR
,DCHC,,
SRI GANGANAGAR ARYVEDA,Cat. II - Dedicated COVID Health Center /,Private Medical,GANGANAGAR
COLLEGE AND Hospital,DCHC,College,
Vivekanand Swasthay Sewa Samiti,Cat. II - Dedicated COVID Health Center /,Private Hospitals,HANUMANGARH
"Hospital, Bhadra",DCHC,,
CHC RAWATSAR,Cat. II - Dedicated COVID Health Center /,Govt Hospitals,HANUMANGARH
,DCHC,,
"Model ESI, Sodala, Jaipur-I",Cat. II - Dedicated COVID Health Center /,Govt Hospitals,JAIPUR
,DCHC,,
"Nims Medical College and Hospital,",Cat. II - Dedicated COVID Health Center /,Private Medical,JAIPUR
Jaipur-I,DCHC,College,
MANIPAL HOSPITAL,Cat. II - Dedicated COVID Health Center /,Private Medical,JAIPUR
,DCHC,College,
"CHC Govt. Hospital, Shahpura ,",Cat. II - Dedicated COVID Health Center /,Govt Hospitals,JAIPUR
Jaipur-I,DCHC,,
"BDM Kotputli, Jaipur-I",Cat. II - Dedicated COVID Health Center /,Govt Hospitals,JAIPUR
,DCHC,,
CHC Pokran Jaisalmer,Cat. II - Dedicated COVID Health Center /,Govt Hospitals,JAISALMER
,DCHC,,
Sanjeevni vyas Hospital Anusandhan Kendra Jhalrapatan,Cat. II - Dedicated COVID Health Center / DCHC,Private Hospitals,JHALAWAR
SDH NAWALGARH,Cat. II - Dedicated COVID Health Center /,Govt Hospitals,JHUNJHUNU
,DCHC,,
CKRD Hospital Jhunjhunu,Cat. II - Dedicated COVID Health Center /,Private Hospitals,JHUNJHUNU
,DCHC,,
CH,Cat. II - Dedicated COVID Health Center /,Central Ministry,JODHPUR
,DCHC,Hospital,
KN. Chest & TB Hospital,Cat. II - Dedicated COVID Health Center /,Govt Hospitals,JODHPUR
,DCHC,,
Infectious Disease Hospital,Cat. II - Dedicated COVID Health Center /,Govt Hospitals,JODHPUR
,DCHC,,
Saurabh Hospital Kheda Hindaun,Cat. II - Dedicated COVID Health Center /,Private Hospitals,KARAULI
Road karauli,DCHC,,
GENERAL HOSPITAL KARAULI (DH),Cat. II - Dedicated COVID Health Center /,Govt Hospitals,KARAULI
,DCHC,,
Divisional Hospital,Cat. II - Dedicated COVID Health Center /,Central Ministry,KOTA
,DCHC,Hospital,
MANGALAM HOSPITAL LADNUN,Cat. II - Dedicated COVID Health Center /,Private Hospitals,NAGAUR
,DCHC,,
PMO KUCHAMAN (SDH),Cat. II - Dedicated COVID Health Center /,Govt Hospitals,NAGAUR
,DCHC,,
BANGAR HOSPITAL DIDWANA (SDH),Cat. II - Dedicated COVID Health Center /,Govt Hospitals,NAGAUR
,DCHC,,
"Sub Divisional Hospital, Sojat City",Cat. II - Dedicated COVID Health Center /,Govt Hospitals,PALI
,DCHC,,
"Nanesh P.G. Hospital, Pipaliya Kalan,",Cat. II - Dedicated COVID Health Center /,Private Hospitals,PALI
Raipur,DCHC,,
"Community Health Centre, Sadari",Cat. II - Dedicated COVID Health Center /,Govt Hospitals,PALI
,DCHC,,
"Bhagwan Mahaveer Hospital,",Cat. II - Dedicated COVID Health Center /,Private Hospitals,PALI
Sumerpur,DCHC,,
Sky lifeline multispeciality Hospital,Cat. II - Dedicated COVID Health Center /,Private Hospitals,PRATAPGARH
,DCHC,,
Ranthambore Sewika Hospital,Cat. II - Dedicated COVID Health Center /,Private Hospitals,SAWAI MADHOPUR
,DCHC,,
Sub District Hospital Gangapur City,Cat. II - Dedicated COVID Health Center /,Govt Hospitals,SAWAI MADHOPUR
,DCHC,,
SHRI RAM TRAUMA AND SUPER,Cat. II - Dedicated COVID Health Center /,Private Hospitals,SIKAR
SPECIALITY HOSPITAL,DCHC,,
"Amar Hospital, Fathepur",Cat. II - Dedicated COVID Health Center /,Private Hospitals,SIKAR
,DCHC,,
"Sharma Hospital,Neemkathana",Cat. II - Dedicated COVID Health Center /,Private Hospitals,SIKAR
,DCHC,,
Dhayal Hospital & Reasearch,Cat. II - Dedicated COVID Health Center /,Private Hospitals,SIKAR
"Centere, Reeengus",DCHC,,
CHC Sheoganj,Cat. II - Dedicated COVID Health Center /,Govt Hospitals,SIROHI
,DCHC,,
RMM Trauma Center Abu Road,Cat. II - Dedicated COVID Health Center /,Private Hospitals,SIROHI
,DCHC,,
CHC Pindwara,Cat. II - Dedicated COVID Health Center /,Govt Hospitals,SIROHI
,DCHC,,
