G. Kuppusamy Naidu Hospital,Cat. II - Dedicated COVID Health Center / DCHC,Coimbatore
"Galaxy Hospital, Tirunelveli Tn.",Cat. II - Dedicated COVID Health Center / DCHC,Tirunelveli
"GEM Hospital And Research Ctr Pvt.Ltd,Chennai Tn.",Cat. II - Dedicated COVID Health Center / DCHC,Chennai
"GEM Hospital And Research Ctr,Coimbatore Tn.",Cat. I - Dedicated COVID Hospitals / DCH,Coimbatore
"Gerdi Agasthiyar Muni Care Centre, Kanyakumari Tn.",Cat. I - Dedicated COVID Hospitals / DCH,Kanyakumari
"Gh, Palani _SDH",Cat. I - Dedicated COVID Hospitals / DCH,Dindigul
"Gh,Rasipuram _SDH",Cat. II - Dedicated COVID Health Center / DCHC,Namakkal
Gingee_SDH,Cat. II - Dedicated COVID Health Center / DCHC,Villupuram
"Gleneagles Global Health City, Kancheepuram TN.",Cat. I - Dedicated COVID Hospitals / DCH,Kancheepuram
Golden Hospital,Cat. II - Dedicated COVID Health Center / DCHC,Ariyalur
Good Shepered School,Cat. III - Dedicated COVID Center / DCCC,The Nilgiris
"Governement Hospital NRT, Theni",Cat. I - Dedicated COVID Hospitals / DCH,Theni
Government Arts College,Cat. III - Dedicated COVID Center / DCCC,Karur
Government BC Boys Hostel,Cat. III - Dedicated COVID Center / DCCC,The Nilgiris
"Government District Head Quarters Hospital, Mettur.",Cat. I - Dedicated COVID Hospitals / DCH,Salem
"Government Head Quarters Hospital, Cuddalore",Cat. I - Dedicated COVID Hospitals / DCH,Cuddalore
Government Polytechnic College,Cat. III - Dedicated COVID Center / DCCC,Chennai
Government Polytechnic College,Cat. III - Dedicated COVID Center / DCCC,Karur
"Government Rajaji Hospital, Madurai",Cat. I - Dedicated COVID Hospitals / DCH,Madurai
Govrnment BC Girls Hostel,Cat. III - Dedicated COVID Center / DCCC,The Nilgiris
"Govt District Head Quarters Hospital , Kovilpatti",Cat. I - Dedicated COVID Hospitals / DCH,Thoothukudi
"Govt District Head Quarters Hospital , Tenkasi",Cat. I - Dedicated COVID Hospitals / DCH,Tenaksi
GOVT ENGINEERING COLLEGE CHETTIKARAI,Cat. III - Dedicated COVID Center / DCCC,Dharmapuri
Govt. BC Boys College Hostel,Cat. III - Dedicated COVID Center / DCCC,Chennai
Govt. District Head Qrs.Hospital at Krishnagiri,Cat. I - Dedicated COVID Hospitals / DCH,Krishnagiri
Govt. District Head Quarters Hospital,Cat. I - Dedicated COVID Hospitals / DCH,Perambalur
"Govt. District Head Quarters Hospital, Kallakurichi",Cat. I - Dedicated COVID Hospitals / DCH,Kallakurichi
